s_id,s_nm,s_tenabili,s_wno,s_hh,s_pop,s_zno,s_addr,s_lat,s_lon
S7-86-62,Ambattur Kuppam,Tenable,86,203,631,7,"Ambattur Kuppam, Ward 86, AMBATTUR, Chennai, Tamil Nadu, India",13.09581,80.1557541
S7-86-63,Athipet Kuppam,Tenable,86,67,209,7,"Athipet Kuppam, Ward 86, AMBATTUR, Chennai, Tamil Nadu, India",13.0970153,80.1561157
S7-85-54,Mangalapuram,Tenable,85,469,1700,7,"Mangalapuram, Ward 85, AMBATTUR, Chennai, Tamil Nadu, India",13.1030858,80.165883
S7-84-42,"Pattravakkam, Braminar Street",Tenable,84,89,292,7,"Pattravakkam, Braminar Street, Ward 84, AMBATTUR, Chennai, Tamil Nadu, India",13.1073021,80.167145
S8-99-20,Satya sai Nagar New 2,untenable,99,188,664,8,"Satya sai Nagar New 2, Ward 99, ANNA NAGAR, Chennai, Tamil Nadu, India",13.0861352,80.2032262
S8-99-23,Satya sai Nagar New 1,untenable,99,159,539,8,"Satya sai Nagar New 1, Ward 99, ANNA NAGAR, Chennai, Tamil Nadu, India",13.0861352,80.2032262
S7-88-69,Dever Nagar,Tenable,88,157,595,7,"Dever Nagar, Ward 88, AMBATTUR, Chennai, Tamil Nadu, India",13.0917969,80.1882371
S7-84-37,"Koratur, Pothiyamman Koil Street",Tenable,84,190,629,7,"Koratur, Pothiyamman Koil Street, Ward 84, AMBATTUR, Chennai, Tamil Nadu, India",13.1021419,80.1784392
S7-84-35,"Koratur, Chavadi Street",Tenable,84,44,134,7,"Koratur, Chavadi Street, Ward 84, AMBATTUR, Chennai, Tamil Nadu, India",13.1030148,80.1815607
S7-84-32,"Koratur, Station Road",Untenable,84,67,202,7,"Koratur, Station Road, Ward 84, AMBATTUR, Chennai, Tamil Nadu, India",13.1030608,80.1794
S7-93-83,PadiKuppam,Untenable,93,364,1416,7,"PadiKuppam, Ward 93, AMBATTUR, Chennai, Tamil Nadu, India",13.0769339,80.1895988
S8-94-1,Rajamangalam,Tenable,94,651,2554,8,"Rajamangalam, Ward 94, ANNA NAGAR, Chennai, Tamil Nadu, India",13.1120692,80.2052895
S7-83-30,"Agraharam, Kandigai",Tenable,83,68,224,7,"Agraharam, Kandigai, Ward 83, AMBATTUR, Chennai, Tamil Nadu, India",13.1183428,80.1923885
S8-94-9,Balaramapuram,Tenable,94,74,261,8,"Balaramapuram, Ward 94, ANNA NAGAR, Chennai, Tamil Nadu, India",13.1083621,80.1977404
S8-97-12,Solai 3rd Street,untenable,97,129,408,8,"Solai 3rd Street, Ward 97, ANNA NAGAR, Chennai, Tamil Nadu, India",13.0899643,80.2296212
S8-101-25,Annai Sathya Nagar,Tenable,101,39,154,8,"Annai Sathya Nagar, Ward 101, ANNA NAGAR, Chennai, Tamil Nadu, India",13.0951916,80.2202802
S10-127-45,Mettukulam,Tenable,127,325,1185,10,"Mettukulam, Ward 127, KODAMBAKKAM, Chennai, Tamil Nadu, India",13.07406,80.19204
S8-99-19,Thiruvenkadaiah Street,Tenable,99,265,933,8,"Thiruvenkadaiah Street, Ward 99, ANNA NAGAR, Chennai, Tamil Nadu, India",13.0849557,80.2101342
S8-107-48,Apparao Garden,untenable,107,265,929,8,"Apparao Garden, Ward 107, ANNA NAGAR, Chennai, Tamil Nadu, India",13.069331,80.2303261
S8-106-45,Vellala Theru,untenable,106,185,665,8,"Vellala Theru, Ward 106, ANNA NAGAR, Chennai, Tamil Nadu, India",13.0730803,80.2262737
S8-103-28,Temple Street,Tenable,103,63,251,8,"Temple Street, Ward 103, ANNA NAGAR, Chennai, Tamil Nadu, India",13.0802288,80.2343584
S8-104-33,Sastri Nagar,Tenable,104,32,127,8,"Sastri Nagar, Ward 104, ANNA NAGAR, Chennai, Tamil Nadu, India",13.0778405,80.2509504
S8-104-37,Ponnan Street,Tenable,104,71,278,8,"Ponnan Street, Ward 104, ANNA NAGAR, Chennai, Tamil Nadu, India",13.0903561,80.2521839
S6-75-65,Venkatammal Samathi,Tenable,75,94,304,6,"Venkatammal Samathi, Ward 75, THIRU-VI-KA NAGAR, Chennai, Tamil Nadu, India",13.0913999,80.2526219
S6-75-62,Briklin Road,Un-Tenable,75,33,109,6,"Briklin Road, Ward 75, THIRU-VI-KA NAGAR, Chennai, Tamil Nadu, India",13.0919371,80.2510425
S9-109-4,Thiruvengadapuram,Tenable,109,81,281,9,"Thiruvengadapuram, Ward 109, TEY NAM PET, Chennai, Tamil Nadu, India",13.0656025,80.2286459
S9-109-3,West Namachivaya puram,UnTenable,109,1025,3710,9,"West Namachivaya puram, Ward 109, TEY NAM PET, Chennai, Tamil Nadu, India",13.0674486,80.2303886
S9-109-1,East Namachivaya puram,Untenable,109,933,3575,9,"East Namachivaya puram, Ward 109, TEY NAM PET, Chennai, Tamil Nadu, India",13.0675279,80.2324799
S8-108-50,Azad Nagar,Tenable,108,158,589,8,"Azad Nagar, Ward 108, ANNA NAGAR, Chennai, Tamil Nadu, India",13.0682104,80.2177969
S9-110-5,Pushpa Nagar,Tenable,110,100,341,9,"Pushpa Nagar, Ward 110, TEY NAM PET, Chennai, Tamil Nadu, India",13.0588526,80.2384048
S10-142-38,"Kothavalchavadi street,  Sasthiri Nagar",Untenable,142,52,187,10,"Kothavalchavadi street,  Sasthiri Nagar, Ward 142, KODAMBAKKAM, Chennai, Tamil Nadu, India",13.0217622,80.216173
S10-142-39,"Kothavalchavadi street,  Tenament",Untenable,142,160,542,10,"Kothavalchavadi street,  Tenament , Ward 142, KODAMBAKKAM, Chennai, Tamil Nadu, India",13.0217622,80.216173
S10-139-81,Veethi Mariyamman Koil Street,Tenable,139,144,528,10,"Veethi Mariyamman Koil Street, Ward 139, KODAMBAKKAM, Chennai, Tamil Nadu, India",13.0272719,80.2123123
S10-139-8,Appadurai Street,Untenable,139,20,71,10,"Appadurai Street, Ward 139, KODAMBAKKAM, Chennai, Tamil Nadu, India",13.0275502,80.2130863
S10-139-14,Bharathi Block,Untenable,139,28,92,10,"Bharathi Block, Ward 139, KODAMBAKKAM, Chennai, Tamil Nadu, India",13.028347,80.2129595
S9-113-9,Gangaikarai Puram,Untenable,113,341,1201,9,"Gangaikarai Puram, Ward 113, TEY NAM PET, Chennai, Tamil Nadu, India",13.0505203,80.2439809
S9-113-11,Grama Street,Tenable,113,24,96,9,"Grama Street, Ward 113, TEY NAM PET, Chennai, Tamil Nadu, India",13.0536664,80.2464185
S10-134-11,Aziz Nagar,Untenable,134,78,333,10,"Aziz Nagar, Ward 134, KODAMBAKKAM, Chennai, Tamil Nadu, India",13.0470923,80.2286459
S10-134-3,Akbarabath,Untenable,134,157,615,10,"Akbarabath, Ward 134, KODAMBAKKAM, Chennai, Tamil Nadu, India",13.0510209,80.2289944
S10-134-29,Kamarajar Colony,Tenable,134,1246,4956,10,"Kamarajar Colony, Ward 134, KODAMBAKKAM, Chennai, Tamil Nadu, India",13.0511915,80.2194087
S10-134-1,60 Kudusai,Tenable,134,179,712,10,"60 Kudusai, Ward 134, KODAMBAKKAM, Chennai, Tamil Nadu, India",13.0521019,80.2255286
S10-134-15,Chinna Raja Pillai Thottam,Tenable,134,544,2199,10,"Chinna Raja Pillai Thottam, Ward 134, KODAMBAKKAM, Chennai, Tamil Nadu, India",13.0521019,80.2255286
S10-134-60,Puliyurpuram,Tenable,134,639,2560,10,"Puliyurpuram, Ward 134, KODAMBAKKAM, Chennai, Tamil Nadu, India",13.0521019,80.2255286
S10-134-78,Valliyammal Thottam,Untenable,134,75,270,10,"Valliyammal Thottam, Ward 134, KODAMBAKKAM, Chennai, Tamil Nadu, India",13.0521019,80.2255286
S10-134-76,United India Colony,Tenable,134,39,143,10,"United India Colony, Ward 134, KODAMBAKKAM, Chennai, Tamil Nadu, India",13.0526818,80.2258574
S9-114-15,Victoria Hostel Backside,Untenable,114,204,822,9,"Victoria Hostel Backside, Ward 114, TEY NAM PET, Chennai, Tamil Nadu, India",13.059193,80.2796399
S9-114-14,Lock Nagar,Untenable,114,93,368,9,"Lock Nagar, Ward 114, TEY NAM PET, Chennai, Tamil Nadu, India",13.0665441,80.2820148
S9-125-56,Kailasapuram,Tenable,125,287,1078,9,"Kailasapuram, Ward 125, TEY NAM PET, Chennai, Tamil Nadu, India",13.0418159,80.2774294
S9-121-36,Rotary Nagar,Tenable,121,102,390,9,"Rotary Nagar, Ward 121, TEY NAM PET, Chennai, Tamil Nadu, India",13.0448945,80.2764715
S9-116-18,Mattan Kuppam,tenable,116,381,1534,9,"Mattan Kuppam, Ward 116, TEY NAM PET, Chennai, Tamil Nadu, India",13.0530332,80.2794137
S9-122-37,Kavinjar Bharathidasan Road,Tenable,122,100,383,9,"Kavinjar Bharathidasan Road, Ward 122, TEY NAM PET, Chennai, Tamil Nadu, India",13.0353214,80.2497438
S9-117-23,Dr. Thomas Road,Tenable,117,549,1975,9,"Dr. Thomas Road, Ward 117, TEY NAM PET, Chennai, Tamil Nadu, India",13.037301,80.2442489
S9-118-31,Nallan Street,Tenable,118,40,156,9,"Nallan Street, Ward 118, TEY NAM PET, Chennai, Tamil Nadu, India",13.0423122,80.2519027
S9-117-22,S.S Puram,Untenable,117,142,609,9,"S.S Puram, Ward 117, TEY NAM PET, Chennai, Tamil Nadu, India",13.04281,80.2469385
S9-117-21,"Giriyappa Road , FP",Tenable,117,154,606,9,"Giriyappa Road , FP, Ward 117, TEY NAM PET, Chennai, Tamil Nadu, India",13.0443327,80.2467616
S9-117-30,Giriyappa Road Huts,UnTenable,117,934,4071,9,"Giriyappa Road Huts, Ward 117, TEY NAM PET, Chennai, Tamil Nadu, India",13.0443327,80.2467616
S9-123-44,Kanni koil puram,Tenable,123,75,293,9,"Kanni koil puram, Ward 123, TEY NAM PET, Chennai, Tamil Nadu, India",13.0323928,80.2592649
S9-124-55,"Ramakrishnapuram,6th st",Tenable,124,559,2203,9,"Ramakrishnapuram,6th st, Ward 124, TEY NAM PET, Chennai, Tamil Nadu, India",13.0367482,80.2690725
S9-124-62,Mosque st,Untenable,124,63,246,9,"Mosque st, Ward 124, TEY NAM PET, Chennai, Tamil Nadu, India",13.0299287,80.2698447
S9-125-57,Arumugam pillai st,Untenable,125,142,545,9,"Arumugam pillai st, Ward 125, TEY NAM PET, Chennai, Tamil Nadu, India",13.0347921,80.2720067
S9-125-58,Rutherford puram,Untenable,125,242,994,9,"Rutherford puram, Ward 125, TEY NAM PET, Chennai, Tamil Nadu, India",13.0347921,80.2720067
S9-125-60,Mylai Mangolai,Tenable,125,109,437,9,"Mylai Mangolai, Ward 125, TEY NAM PET, Chennai, Tamil Nadu, India",13.0347921,80.2720067
S9-124-50,Nattan Thottam,Tenable,124,335,1333,9,"Nattan Thottam, Ward 124, TEY NAM PET, Chennai, Tamil Nadu, India",13.0403136,80.270555
S10-129-68,Shanmuga Sundaram Street,Tenable,129,232,875,10,"Shanmuga Sundaram Street, Ward 129, KODAMBAKKAM, Chennai, Tamil Nadu, India",13.0613453,80.2024994
S10-127-79,Vedha Nagar,Untenable,127,54,217,10,"Vedha Nagar, Ward 127, KODAMBAKKAM, Chennai, Tamil Nadu, India",13.06172,80.1920398
S10-127-80,Vedhanagar II,Tenable,127,25,99,10,"Vedhanagar II, Ward 127, KODAMBAKKAM, Chennai, Tamil Nadu, India",13.06172,80.1920398
S10-127-41,Kulasekarapuram,Tenable,127,218,870,10,"Kulasekarapuram, Ward 127, KODAMBAKKAM, Chennai, Tamil Nadu, India",13.062329,80.2033719
S10-128-10,"AVM Colony, Virugambakkam",Untenable,128,44,167,10,"AVM Colony, Virugambakkam, Ward 128, KODAMBAKKAM, Chennai, Tamil Nadu, India",13.0512276,80.1969215
S10-128-20,East Vanniyar Street,tenable,128,197,719,10,"East Vanniyar Street, Ward 128, KODAMBAKKAM, Chennai, Tamil Nadu, India",13.0413564,80.1922381
S10-131-31,"Kannigapuram , Kodambakkam",Tenable,131,147,513,10,"Kannigapuram , Kodambakkam, Ward 131, KODAMBAKKAM, Chennai, Tamil Nadu, India",13.0415534,80.2045922
S10-131-54,New Vijayaraghavapuram,Tenable,131,196,749,10,"New Vijayaraghavapuram, Ward 131, KODAMBAKKAM, Chennai, Tamil Nadu, India",13.0446027,80.2002754
S10-131-55,Old Vijayaraghavapuram,Tenable,131,290,1169,10,"Old Vijayaraghavapuram, Ward 131, KODAMBAKKAM, Chennai, Tamil Nadu, India",13.0446027,80.2002754
S13-174-27,Five furloin road,un-Tenable,174,116,442,13,"Five furloin road, Ward 174, ADYAR, Chennai, Tamil Nadu, India",13.00047,80.2135828
S13-174-70,Race Courcse Road,un-Tenable,174,46,163,13,"Race Courcse Road, Ward 174, ADYAR, Chennai, Tamil Nadu, India",13.0090327,80.2160634
S13-171-24,Chinna Malai/LDG Road,Un-Tenable,171,468,1493,13,"Chinna Malai/LDG Road, Ward 171, ADYAR, Chennai, Tamil Nadu, India",13.0155045,80.226687
S10-132-12,Bajanai Kovil Street,Tenable,132,436,1721,10,"Bajanai Kovil Street, Ward 132, KODAMBAKKAM, Chennai, Tamil Nadu, India",13.0453242,80.2135746
S9-117-25,South Boag Slum,Tenable,117,162,584,9,"South Boag Slum, Ward 117, TEY NAM PET, Chennai, Tamil Nadu, India",13.035791,80.2426014
S9-117-24,Sarangapani Street,UnTenable,117,31,118,9,"Sarangapani Street, Ward 117, TEY NAM PET, Chennai, Tamil Nadu, India",13.0492151,80.2377987
S9-113-12,Dharmapuram,Tenable,113,683,2753,9,"Dharmapuram, Ward 113, TEY NAM PET, Chennai, Tamil Nadu, India",13.0516804,80.2370108
S10-139-63,RV Nagar,Untenable,139,113,449,10,"RV Nagar, Ward 139, KODAMBAKKAM, Chennai, Tamil Nadu, India",13.0297705,80.2129595
S10-138-84,"Jafferkhanpet,Keeraithottam",Tenable,138,42,175,10,"Jafferkhanpet,Keeraithottam, Ward 138, KODAMBAKKAM, Chennai, Tamil Nadu, India",13.029936,80.2048005
S10-138-85,Jafferkhanpet,Tenable,138,33,154,10,"Jafferkhanpet, Ward 138, KODAMBAKKAM, Chennai, Tamil Nadu, India",13.029936,80.2048005
S10-138-6,Annai Sathya Nagar,Tenable,138,414,1687,10,"Annai Sathya Nagar, Ward 138, KODAMBAKKAM, Chennai, Tamil Nadu, India",13.0302696,80.1979676
S10-137-13,Barathi Nagar,Tenable,137,446,1623,10,"Barathi Nagar, Ward 137, KODAMBAKKAM, Chennai, Tamil Nadu, India",13.0315897,80.1917508
S10-138-4,Ambedkar Colony,Tenable,138,1018,3564,10,"Ambedkar Colony, Ward 138, KODAMBAKKAM, Chennai, Tamil Nadu, India",13.0329993,80.2089503
S7-83-27,"Madanankuppam, Perumal Koil Street",Tenable,83,18,69,7,"Madanankuppam, Perumal Koil Street, Ward 83, AMBATTUR, Chennai, Tamil Nadu, India",13.135539,80.1878122
S3-24-15,Bharathidasan Nagar,Tenable,24,638,2512,3,"Bharathidasan Nagar, Ward 24, MADHAVARAM, Chennai, Tamil Nadu, India",13.1458829,80.1861116
